"load_datetime","Segment","Mode","Order_Type","Initial_Period","Institution","Interest_rate_am","Interest_rate_aa"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BCO BRADESCO S.A.","13.64","363.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BANCO BRADESCARD","18.82","691.91"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","NU FINANCEIRA S.A. CFI","12.98","332.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BANCO INTER","13.86","374.54"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BCO XP S.A.","4.26","64.99"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BCO C6 S.A.","14.11","387.4"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BANCO ORIGINAL","18.73","684.43"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","CAIXA ECONOMICA FEDERAL","2.44","33.56"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","BCO DO BRASIL S.A.","4.15","62.9"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","BCO SANTANDER (BRASIL) S.A.","5.66","93.68"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","ITAÚ UNIBANCO S.A.","4.4","67.57"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","BCO BRADESCO S.A.","6.56","114.43"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","NU FINANCEIRA S.A. CFI","5.29","85.67"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","BCO C6 S.A.","5.05","80.57"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","14/12/2022 a 20/12/2022","BANCO PAN","2.8","39.26"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","CAIXA ECONOMICA FEDERAL","11.43","266.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BCO DO BRASIL S.A.","14.76","421.62"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BCO SANTANDER (BRASIL) S.A.","13.75","369.2"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BCO BRADESCO S.A.","13.52","357.9"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BANCO BRADESCARD","18.77","687.63"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","NU FINANCEIRA S.A. CFI","12.97","332.11"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BANCO INTER","13.86","374.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BCO XP S.A.","4.25","64.82"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BCO C6 S.A.","14.15","389.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","13/12/2022 a 19/12/2022","BANCO ORIGINAL","18.48","665.41"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","CAIXA ECONOMICA FEDERAL","2.42","33.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","BCO DO BRASIL S.A.","4.19","63.68"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","BCO SANTANDER (BRASIL) S.A.","5.58","91.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","ITAÚ UNIBANCO S.A.","4.36","66.96"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","BCO BRADESCO S.A.","6.58","114.9"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","NU FINANCEIRA S.A. CFI","5.33","86.39"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","BCO C6 S.A.","4.74","74.29"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","13/12/2022 a 19/12/2022","BANCO PAN","2.77","38.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","CAIXA ECONOMICA FEDERAL","11.8","281.23"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BCO DO BRASIL S.A.","14.61","413.44"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BCO SANTANDER (BRASIL) S.A.","13.73","368.48"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BCO BRADESCO S.A.","13.71","367.21"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BANCO BRADESCARD","18.85","693.93"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","NU FINANCEIRA S.A. CFI","13.03","334.97"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BANCO INTER","13.14","339.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BCO XP S.A.","4.25","64.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BCO C6 S.A.","14.2","392.15"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","12/12/2022 a 16/12/2022","BANCO ORIGINAL","18.97","704.07"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","CAIXA ECONOMICA FEDERAL","2.38","32.56"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","BCO DO BRASIL S.A.","4.21","63.95"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","BCO SANTANDER (BRASIL) S.A.","5.3","85.86"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","ITAÚ UNIBANCO S.A.","4.38","67.32"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","BCO BRADESCO S.A.","6.81","120.52"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","NU FINANCEIRA S.A. CFI","5.32","86.24"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","BCO C6 S.A.","5.11","81.85"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","12/12/2022 a 16/12/2022","BANCO PAN","2.67","37.19"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","CAIXA ECONOMICA FEDERAL","11.66","275.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BCO DO BRASIL S.A.","14.36","400.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BCO SANTANDER (BRASIL) S.A.","13.84","373.73"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BCO BRADESCO S.A.","13.7","366.88"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BANCO BRADESCARD","18.86","695.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","NU FINANCEIRA S.A. CFI","12.85","326.41"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BANCO INTER","13.93","378.35"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BCO XP S.A.","4.25","64.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BCO C6 S.A.","14.2","392.15"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/12/2022 a 15/12/2022","BANCO ORIGINAL","18.98","704.6"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","CAIXA ECONOMICA FEDERAL","2.34","32.02"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","BCO DO BRASIL S.A.","4.21","63.97"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","BCO SANTANDER (BRASIL) S.A.","5.13","82.3"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","ITAÚ UNIBANCO S.A.","4.37","67.11"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","BCO BRADESCO S.A.","6.98","124.67"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","NU FINANCEIRA S.A. CFI","5.33","86.39"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","BCO C6 S.A.","4.57","70.86"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/12/2022 a 15/12/2022","BANCO PAN","2.66","37.09"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","CAIXA ECONOMICA FEDERAL","11.63","274.48"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BCO DO BRASIL S.A.","14.33","398.81"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BCO SANTANDER (BRASIL) S.A.","13.88","375.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BCO BRADESCO S.A.","13.46","355.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BANCO BRADESCARD","18.83","692.78"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","NU FINANCEIRA S.A. CFI","12.85","326.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BANCO INTER","13.93","378.38"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BCO XP S.A.","4.26","64.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BCO C6 S.A.","14.24","393.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/12/2022 a 14/12/2022","BANCO ORIGINAL","18.83","692.5"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","CAIXA ECONOMICA FEDERAL","2.33","31.77"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","BCO DO BRASIL S.A.","4.21","64.11"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","BCO SANTANDER (BRASIL) S.A.","4.98","79.13"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","ITAÚ UNIBANCO S.A.","4.34","66.51"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","BCO BRADESCO S.A.","7.1","127.78"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","NU FINANCEIRA S.A. CFI","5.33","86.38"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","BCO C6 S.A.","4.67","72.93"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/12/2022 a 14/12/2022","BANCO PAN","2.67","37.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","CAIXA ECONOMICA FEDERAL","11.63","274.24"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BCO DO BRASIL S.A.","14.33","398.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BCO SANTANDER (BRASIL) S.A.","13.92","377.83"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BCO BRADESCO S.A.","13.48","355.83"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BANCO BRADESCARD","18.81","691.21"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","NU FINANCEIRA S.A. CFI","12.9","328.91"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BANCO INTER","13.79","371.2"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BCO XP S.A.","4.26","64.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BCO C6 S.A.","14.24","393.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/12/2022 a 13/12/2022","BANCO ORIGINAL","18.8","690.67"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","CAIXA ECONOMICA FEDERAL","2.33","31.89"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","BCO DO BRASIL S.A.","4.25","64.75"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","BCO SANTANDER (BRASIL) S.A.","4.98","79.14"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","ITAÚ UNIBANCO S.A.","4.34","66.54"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","BCO BRADESCO S.A.","7.13","128.6"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","NU FINANCEIRA S.A. CFI","5.33","86.39"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","BCO C6 S.A.","4.3","65.72"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/12/2022 a 13/12/2022","BANCO PAN","2.69","37.51"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","CAIXA ECONOMICA FEDERAL","11.45","267.27"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BCO DO BRASIL S.A.","14.28","396.37"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BCO SANTANDER (BRASIL) S.A.","13.84","373.98"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BCO BRADESCO S.A.","13.48","356.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BANCO BRADESCARD","18.79","689.43"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","NU FINANCEIRA S.A. CFI","12.96","331.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BANCO INTER","13.86","374.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BCO XP S.A.","4.26","64.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BCO C6 S.A.","14.24","393.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","06/12/2022 a 12/12/2022","BANCO ORIGINAL","18.79","689.31"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/12/2022 a 12/12/2022","CAIXA ECONOMICA FEDERAL","2.34","31.96"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","06/12/2022 a 12/12/2022","BCO DO BRASIL S.A.","4.25","64.72"
